261.011;150.033;29.001;11.247;9.094;0.161;0.324;18.140;0.247;0.433;0.000;30.484;0.204;0.117;10.958;0.368;0.093;18.114;0.000;0.000
260.650;149.594;28.961;10.825;9.165;0.160;0.201;17.800;0.241;0.387;0.000;30.515;0.256;0.080;11.569;0.388;0.137;18.267;0.000;0.000
260.671;149.982;28.963;11.013;9.052;0.226;0.323;17.869;0.236;0.422;0.000;30.443;0.215;0.199;11.003;0.364;0.129;18.454;0.000;0.001
260.552;149.298;28.950;9.681;9.250;0.131;0.357;18.266;0.251;0.391;0.000;31.691;0.183;0.136;11.224;0.337;0.100;17.973;0.000;0.000
261.159;148.985;29.018;9.959;8.896;0.172;0.212;18.390;0.218;0.393;0.000;30.019;0.231;0.158;12.154;0.402;0.114;18.663;0.000;0.012
261.218;148.891;29.024;11.611;8.793;0.156;0.312;17.632;0.239;0.417;0.000;30.413;0.178;0.194;11.015;0.334;0.120;18.563;0.000;0.012
261.660;148.771;29.073;10.662;8.495;0.186;0.289;18.157;0.219;0.409;0.000;30.049;0.241;0.077;11.761;0.414;0.082;18.904;0.000;0.003
260.956;149.045;28.995;10.710;9.171;0.118;0.375;17.788;0.243;0.363;0.000;30.564;0.227;0.118;11.122;0.349;0.130;18.625;0.000;0.010
260.795;148.722;28.977;10.383;8.356;0.179;0.232;18.445;0.233;0.360;0.000;29.884;0.242;0.088;12.410;0.422;0.048;18.698;0.000;0.004
260.982;148.796;28.998;12.260;9.213;0.158;0.328;17.451;0.257;0.373;0.000;29.855;0.293;0.093;10.748;0.438;0.113;18.419;0.000;0.000
260.562;149.371;28.951;10.067;9.159;0.192;0.247;18.127;0.249;0.467;0.000;30.549;0.219;0.106;11.368;0.408;0.068;18.733;0.000;0.000
260.758;149.470;28.973;9.552;9.359;0.167;0.288;18.678;0.250;0.338;0.000;31.506;0.258;0.126;11.135;0.408;0.106;17.816;0.000;0.001
260.737;149.407;28.971;10.734;9.065;0.147;0.219;18.334;0.245;0.357;0.000;30.020;0.262;0.193;11.534;0.399;0.133;18.337;0.000;0.009
261.288;149.742;29.032;10.651;9.011;0.169;0.284;18.497;0.226;0.388;0.000;30.427;0.204;0.120;11.166;0.349;0.115;18.338;0.000;0.001
261.220;149.072;29.024;11.077;8.832;0.175;0.283;18.243;0.232;0.331;0.000;29.744;0.219;0.123;11.641;0.417;0.113;18.543;0.000;0.000
261.920;149.688;29.102;9.650;9.243;0.180;0.298;18.195;0.252;0.358;0.000;32.242;0.260;0.103;11.206;0.382;0.121;17.485;0.000;0.000
261.748;149.733;29.083;10.448;8.811;0.176;0.238;18.762;0.250;0.369;0.000;29.775;0.230;0.093;11.729;0.413;0.112;18.579;0.000;0.002
260.765;148.587;28.974;10.603;9.174;0.195;0.355;18.049;0.225;0.367;0.000;30.416;0.279;0.090;11.266;0.435;0.059;18.440;0.000;0.008
261.113;148.892;29.013;11.046;8.990;0.172;0.339;18.331;0.232;0.400;0.000;30.421;0.227;0.110;10.894;0.389;0.081;18.288;0.000;0.000
260.665;149.434;28.963;10.658;9.156;0.155;0.379;18.008;0.265;0.375;0.000;30.237;0.212;0.161;11.402;0.345;0.112;18.530;0.000;0.000
260.992;150.610;28.999;10.550;8.562;0.170;0.306;17.582;0.281;0.435;0.000;29.915;0.238;0.155;12.330;0.446;0.072;18.946;0.000;0.000
261.166;150.363;29.018;10.786;9.229;0.167;0.290;18.348;0.256;0.385;0.000;30.212;0.256;0.032;11.166;0.370;0.112;18.388;0.000;0.001
261.061;148.946;29.007;10.439;9.229;0.189;0.223;17.924;0.272;0.371;0.000;31.216;0.252;0.170;10.446;0.364;0.166;18.686;0.000;0.000
261.184;148.844;29.020;9.986;8.595;0.154;0.308;19.261;0.302;0.412;0.000;30.063;0.255;0.132;11.633;0.380;0.116;18.360;0.000;0.001
260.872;150.387;28.986;9.551;9.331;0.182;0.355;18.248;0.288;0.433;0.000;30.917;0.266;0.181;11.875;0.321;0.104;17.901;0.000;0.001
261.150;148.756;29.017;10.714;8.992;0.173;0.283;17.907;0.247;0.451;0.000;30.167;0.196;0.080;11.481;0.356;0.122;18.796;0.000;0.008
261.209;148.765;29.023;10.363;8.843;0.184;0.324;17.965;0.291;0.392;0.000;30.535;0.241;0.116;11.762;0.362;0.147;18.469;0.000;0.000
260.857;150.037;28.984;9.585;9.461;0.218;0.349;18.084;0.293;0.389;0.000;32.031;0.230;0.064;10.787;0.312;0.095;18.084;0.000;0.004
