Messages;Total Time;First Message;Average per Round;Key Generation;Commitments on Key;PoK Generation on Keys;Sending Comm&PoK on Keys;Receive Comm&PoK on Keys;Setting Round Messages;Calculate PoK on Message Format;Send Format Proof;Receive Comm&PoK on Format;Calculate PoK on Message;Send PoK on Message;Receive PoK on Message;Calculate PoK on Output;Send PoK on Output;Receive PoK on Output;Virtual Round;Round Resolution
11;311.5515714285713;146.91525;28.322821428571427;10.126749999999996;9.087178571428572;0.1648571428571428;0.29642857142857154;18.61939285714286;0.24467857142857147;0.3717142857142857;0.0;29.604714285714287;0.2307857142857143;0.125;11.911571428571431;0.36742857142857144;0.11949999999999995;18.71510714285714;0.00010714285714285715;0.001571428571428572
12;339.62675;147.47675;28.302250000000004;9.686785714285714;9.053071428571428;0.17032142857142854;0.300142857142857;18.35153571428571;0.25446428571428575;0.3878928571428572;0.0;29.799857142857146;0.2275714285714286;0.11925;11.543499999999998;0.4059642857142856;0.11560714285714287;19.56989285714286;0.0;0.0022500000000000007
13;370.4597857142858;121.58210714285715;28.49696428571429;9.897678571428573;8.795357142857144;0.1804285714285714;0.3029642857142858;19.04792857142857;0.26932142857142854;0.4046071428571429;0.0;29.287142857142847;0.2247857142857142;0.10646428571428575;11.56189285714286;0.3971428571428572;0.12149999999999998;19.39075;0.0;0.0017499999999999998
14;394.55139285714296;92.96264285714285;28.18225;10.064964285714286;8.909142857142855;0.16610714285714281;0.2996428571428571;18.565392857142857;0.2666785714285714;0.4068214285714286;0.0;29.26078571428571;0.22407142857142862;0.10917857142857147;11.849535714285711;0.3825357142857141;0.1078214285714286;19.372499999999995;0.0;0.0014285714285714286
15;418.7091785714286;148.79928571428573;27.91396428571429;10.318214285714285;9.036928571428573;0.17110714285714285;0.29996428571428574;18.870571428571427;0.25985714285714284;0.38849999999999996;0.0;29.44671428571428;0.22921428571428565;0.11742857142857144;11.705214285714288;0.3547142857142857;0.12117857142857144;18.66328571428571;0.0;0.0013928571428571432
16;446.31514285714286;147.62092857142852;27.894678571428567;10.383249999999999;8.981178571428574;0.16653571428571426;0.2834642857142857;18.97217857142858;0.2638214285714286;0.4015;0.0;29.16339285714286;0.22171428571428572;0.1022857142857143;11.537714285714285;0.37400000000000005;0.1030714285714286;19.030035714285713;0.0;0.003321428571428572
17;479.76939285714286;148.1128214285714;28.221749999999997;9.800892857142859;8.803464285714286;0.1719285714285714;0.2823214285714286;18.608107142857143;0.26167857142857137;0.38592857142857145;0.0;29.07407142857142;0.22821428571428573;0.11371428571428575;11.705821428571426;0.4109642857142858;0.11267857142857142;20.02853571428571;0.0;0.0017857142857142859
18;501.69114285714284;203.54274999999998;27.87175000000001;10.104571428571429;8.986714285714285;0.1755357142857143;0.27325;18.484214285714284;0.2653571428571428;0.38889285714285704;0.0;29.419928571428567;0.2238928571428572;0.1145357142857143;11.885678571428572;0.3758214285714287;0.12057142857142858;19.168035714285715;0.0;0.0018928571428571427
19;519.3088214285715;147.16864285714288;27.332035714285716;9.990785714285712;8.93075;0.17814285714285716;0.29225000000000007;18.85571428571428;0.26089285714285715;0.38078571428571434;0.0;29.30775;0.22107142857142859;0.11471428571428575;12.075964285714283;0.3606428571428572;0.11614285714285714;18.899500000000007;0.0;0.0019285714285714288
20;550.1295714285715;200.6732857142857;27.506428571428575;9.943464285714285;9.021464285714286;0.16342857142857142;0.26275;18.842392857142862;0.24985714285714286;0.3713214285714285;0.0;28.881321428571432;0.21792857142857144;0.11392857142857145;12.010642857142857;0.3817142857142857;0.11532142857142857;19.409857142857142;0.0;0.0009642857142857143
21;579.3387857142858;201.0033571428571;27.587464285714287;10.174357142857144;8.923857142857143;0.16535714285714284;0.27175000000000005;18.682999999999996;0.2599642857142857;0.3758928571428572;0.0;29.002249999999997;0.22128571428571434;0.10239285714285713;12.00560714285714;0.3743571428571429;0.11035714285714285;19.318892857142856;0.0;0.0015714285714285713
22;607.9548928571429;256.18671428571434;27.634250000000005;9.6605;8.933142857142858;0.16564285714285712;0.2710714285714285;18.9505;0.25746428571428576;0.36789285714285713;0.0;28.65785714285715;0.21932142857142858;0.1139285714285714;11.836464285714285;0.4041428571428571;0.1083214285714286;20.042178571428565;0.0;0.0018928571428571434
23;626.5073571428571;252.7218571428571;27.239392857142857;10.055857142857144;8.924392857142857;0.1742857142857143;0.2700714285714286;18.80375;0.2568214285714286;0.3780357142857143;0.0;28.98342857142858;0.21453571428571425;0.10614285714285711;11.926642857142856;0.3741785714285714;0.10739285714285716;19.414535714285712;0.0;0.0015000000000000002
24;664.9844999999999;177.20217857142856;27.70771428571428;10.143178571428574;8.881214285714286;0.16785714285714284;0.2601428571428571;18.77585714285714;0.25907142857142856;0.3754285714285715;0.0;28.67235714285714;0.21610714285714291;0.11832142857142859;11.955464285714287;0.3857142857142857;0.11575000000000002;19.660321428571432;0.0;0.0011785714285714286
25;682.4070357142858;146.49375;27.296285714285712;10.113178571428573;8.959285714285715;0.1606071428571429;0.27575;18.957321428571426;0.2463571428571428;0.35564285714285704;0.0;28.485214285714278;0.21828571428571425;0.10735714285714285;11.830071428571427;0.38778571428571434;0.10778571428571428;19.781071428571426;0.0;0.0041428571428571434
26;713.331392857143;254.79207142857143;27.43585714285714;9.889607142857143;8.858821428571428;0.17264285714285713;0.2710714285714286;18.87089285714286;0.2578214285714286;0.37439285714285714;0.0;28.59971428571428;0.21650000000000005;0.10407142857142859;12.094892857142858;0.39392857142857135;0.11600000000000002;19.768464285714284;0.0;0.002
27;742.408607142857;255.9009285714285;27.496642857142863;10.06003571428572;8.903035714285714;0.16324999999999998;0.2638214285714286;18.518535714285715;0.25553571428571425;0.36760714285714285;0.0;28.552535714285717;0.2209285714285715;0.1015714285714286;12.085249999999997;0.3953571428571428;0.1112857142857143;19.989714285714285;0.0;0.001107142857142857
28;764.71325;255.36946428571426;27.31107142857143;9.843464285714285;8.925142857142857;0.16685714285714282;0.2535357142857143;18.93078571428572;0.2601785714285714;0.3801785714285713;0.0;28.673964285714284;0.21725;0.11142857142857145;12.100071428571429;0.3860714285714285;0.11050000000000003;19.628535714285714;0.0;0.0010357142857142859
