579.017;201.952;27.572;9.901;8.755;0.158;0.314;18.583;0.288;0.379;0.000;29.378;0.234;0.078;11.952;0.345;0.122;19.509;0.000;0.000
578.778;200.961;27.561;10.224;8.906;0.168;0.219;18.616;0.271;0.369;0.000;28.458;0.218;0.105;12.339;0.379;0.146;19.576;0.000;0.000
579.450;201.246;27.593;9.887;9.259;0.164;0.315;18.483;0.295;0.397;0.000;28.829;0.222;0.090;12.218;0.393;0.134;19.301;0.000;0.000
578.648;200.859;27.555;9.074;8.647;0.154;0.236;19.171;0.284;0.398;0.000;29.544;0.226;0.111;12.170;0.349;0.139;19.485;0.000;0.001
579.249;200.659;27.583;10.507;8.994;0.179;0.271;18.537;0.250;0.384;0.000;29.198;0.211;0.128;11.680;0.352;0.068;19.233;0.000;0.000
578.828;200.926;27.563;10.100;8.875;0.156;0.303;18.654;0.259;0.378;0.000;29.192;0.221;0.093;11.679;0.369;0.106;19.606;0.000;0.007
579.629;200.703;27.601;10.212;9.150;0.158;0.227;18.671;0.272;0.399;0.000;29.393;0.240;0.072;11.580;0.371;0.126;19.107;0.000;0.001
580.022;200.621;27.620;10.615;8.428;0.180;0.272;18.972;0.254;0.391;0.000;28.978;0.234;0.091;11.897;0.370;0.095;19.219;0.000;0.002
578.928;201.099;27.568;10.234;8.940;0.170;0.277;18.496;0.253;0.392;0.000;29.387;0.227;0.070;11.915;0.375;0.122;19.137;0.000;0.000
579.279;200.717;27.585;10.796;9.133;0.164;0.354;18.719;0.275;0.343;0.000;28.391;0.212;0.081;12.040;0.335;0.093;19.057;0.000;0.000
579.692;202.079;27.604;9.846;9.205;0.154;0.256;18.735;0.265;0.355;0.000;28.787;0.228;0.136;12.362;0.375;0.105;19.190;0.000;0.001
579.336;200.250;27.587;10.209;8.524;0.173;0.263;18.750;0.256;0.406;0.000;28.716;0.231;0.082;12.510;0.387;0.089;19.403;0.000;0.000
579.527;200.885;27.597;10.719;8.717;0.144;0.315;18.525;0.223;0.364;0.000;29.216;0.225;0.083;11.482;0.362;0.106;19.510;0.000;0.000
579.875;200.506;27.613;10.787;9.078;0.166;0.286;18.301;0.225;0.347;0.000;29.012;0.234;0.105;11.758;0.363;0.099;19.234;0.000;0.003
579.547;201.737;27.597;10.359;9.013;0.163;0.278;19.007;0.248;0.372;0.000;28.583;0.212;0.092;11.903;0.368;0.153;19.244;0.000;0.000
579.814;201.091;27.610;10.491;9.144;0.173;0.232;18.823;0.243;0.356;0.000;28.588;0.200;0.135;11.796;0.386;0.140;19.281;0.000;0.000
579.449;200.875;27.593;10.706;8.967;0.184;0.259;18.607;0.247;0.356;0.000;28.742;0.217;0.132;11.866;0.390;0.078;19.240;0.000;0.003
579.964;201.443;27.617;10.396;8.924;0.166;0.223;18.325;0.243;0.360;0.000;28.816;0.232;0.105;12.211;0.386;0.099;19.511;0.000;0.000
579.482;200.027;27.594;10.061;9.110;0.139;0.237;18.546;0.249;0.351;0.000;28.858;0.210;0.134;12.444;0.429;0.102;19.124;0.000;0.000
579.972;200.998;27.618;9.634;9.242;0.176;0.275;18.582;0.250;0.356;0.000;29.281;0.235;0.062;11.837;0.406;0.151;19.503;0.000;0.004
578.525;200.380;27.549;10.565;8.499;0.156;0.263;18.654;0.265;0.388;0.000;28.834;0.218;0.063;12.227;0.359;0.100;19.389;0.000;0.005
578.698;200.717;27.557;9.549;9.041;0.169;0.315;18.918;0.267;0.380;0.000;29.237;0.207;0.129;11.931;0.356;0.125;19.359;0.000;0.002
579.415;201.244;27.591;9.214;9.211;0.163;0.266;19.001;0.267;0.407;0.000;29.126;0.219;0.109;11.998;0.402;0.113;19.494;0.000;0.005
579.120;201.044;27.577;9.809;8.604;0.161;0.299;18.663;0.250;0.332;0.000;29.288;0.208;0.120;12.380;0.376;0.101;19.387;0.000;0.000
579.566;201.257;27.598;9.705;8.941;0.170;0.297;18.717;0.278;0.404;0.000;29.655;0.220;0.099;12.133;0.390;0.087;18.883;0.000;0.004
579.504;201.917;27.595;10.361;8.718;0.179;0.277;18.719;0.241;0.367;0.000;29.000;0.213;0.127;11.960;0.374;0.077;19.368;0.000;0.004
578.707;201.508;27.557;10.397;8.864;0.177;0.269;18.591;0.287;0.414;0.000;28.722;0.235;0.129;12.188;0.374;0.109;19.222;0.000;0.002
579.465;200.393;27.594;10.524;8.979;0.166;0.211;18.758;0.274;0.380;0.000;28.854;0.207;0.106;11.701;0.361;0.105;19.357;0.000;0.000
