81.901;34.387;6.300;12.275;7.639;0.261;0.355;17.540;0.473;0.698;0.000;28.212;0.377;0.164;12.395;0.915;0.258;18.413;0.000;0.002
81.831;34.532;6.295;11.156;7.731;0.286;0.540;17.576;0.498;0.647;0.000;28.969;0.396;0.139;12.981;0.737;0.068;18.243;0.000;0.002
81.654;34.716;6.281;10.569;8.073;0.299;0.399;19.550;0.488;0.627;0.000;27.899;0.431;0.093;12.832;0.850;0.035;17.835;0.000;0.002
81.935;34.330;6.303;11.856;8.980;0.417;0.345;18.039;0.620;1.091;0.000;27.652;0.461;0.118;12.434;0.743;0.200;17.025;0.000;0.012
82.191;34.826;6.322;11.459;9.130;0.349;0.556;19.842;0.583;0.769;0.000;26.441;0.376;0.136;11.946;0.816;0.236;17.331;0.000;0.014
82.195;34.750;6.323;8.320;7.230;0.293;0.346;20.045;0.551;0.831;0.000;29.975;0.388;0.159;12.809;0.720;0.185;18.136;0.000;0.008
82.363;34.622;6.336;10.818;8.631;0.288;0.277;17.769;0.493;0.742;0.000;27.026;0.374;0.219;13.261;0.897;0.070;19.116;0.000;0.014
82.146;34.962;6.319;8.736;7.745;0.378;0.203;20.667;0.541;0.697;0.000;27.055;0.426;0.206;13.096;0.911;0.142;19.194;0.000;0.002
81.719;34.883;6.286;11.563;7.841;0.300;0.626;18.477;0.478;0.801;0.000;27.240;0.389;0.240;13.560;0.870;0.184;17.425;0.000;0.003
82.154;34.625;6.320;10.835;8.340;0.306;0.435;18.605;0.664;0.822;0.000;28.921;0.376;0.105;12.296;0.787;0.100;17.403;0.000;0.002
81.887;34.448;6.299;12.240;8.072;0.314;0.338;18.413;0.542;0.804;0.000;27.807;0.460;0.069;12.280;0.720;0.082;17.836;0.000;0.002
82.169;34.815;6.321;11.179;6.797;0.320;0.336;19.376;0.581;0.830;0.000;27.651;0.404;0.270;12.169;0.862;0.075;19.115;0.000;0.002
82.236;34.706;6.326;11.640;7.494;0.318;0.611;18.413;0.534;0.731;0.000;27.115;0.368;0.226;13.087;0.765;0.146;18.548;0.000;0.002
